doc_id,term_density,numeric_density,abbreviation_ratio,redundancy_ratio,sentence_length_cv,short_sentence_ratio,long_sentence_ratio,question_ratio,formulaic_open_ratio,avg_word_length
https://doi.org/10.5006/1865,0.017167381974248927,0.125,0.030042918454935622,0.0,0.16594519252516055,0.0,0.0,0.0,0.0,5.931330472103005
https://doi.org/10.5006/1949,0.02127659574468085,0.5,0.010638297872340425,0.0,0.33797879595585406,0.0,0.5,0.0,0.0,5.684397163120567
https://doi.org/10.5006/1888,0.07317073170731707,0.4,0.0,0.0,0.29605108058590446,0.0,0.0,0.0,0.0,6.487804878048781
https://doi.org/10.5006/1833,0.027522935779816515,0.2,0.09174311926605505,0.0,0.3338239522689954,0.0,0.0,0.0,0.0,5.651376146788991
https://doi.org/10.5006/1338,0.03169014084507042,0.45454545454545453,0.0035211267605633804,0.0035211267605633804,0.37327265331863335,0.0,0.18181818181818182,0.0,0.09090909090909091,5.848591549295775
https://doi.org/10.5006/1657,0.017094017094017096,1.0,0.01282051282051282,0.0,0.3141534350340018,0.0,0.375,0.0,0.125,5.235042735042735
https://doi.org/10.5006/1777,0.021164021164021163,0.7142857142857143,0.037037037037037035,0.015873015873015872,0.21137549582474263,0.0,0.14285714285714285,0.0,0.0,5.7936507936507935
https://doi.org/10.5006/1804,0.024509803921568627,0.0,0.0,0.0,0.1709372134721833,0.0,0.0,0.0,0.0,6.186274509803922
https://doi.org/10.5006/1918,0.0,0.6,0.021739130434782608,0.0,0.29488391230979427,0.0,0.2,0.0,0.0,5.159420289855072
https://doi.org/10.5006/1692,0.020491803278688523,0.625,0.00819672131147541,0.0,0.3009436024702593,0.0,0.5,0.0,0.0,5.60655737704918
https://doi.org/10.5006/1811,0.06557377049180328,0.5,0.00819672131147541,0.00819672131147541,0.20800946787622165,0.0,0.25,0.0,0.0,6.532786885245901
https://doi.org/10.5006/1700,0.024734982332155476,0.3,0.0176678445229682,0.0,0.24686980176266526,0.0,0.1,0.0,0.0,6.4628975265017665
https://doi.org/10.5006/1876,0.033112582781456956,0.2,0.0,0.0,0.22787616601437422,0.0,0.2,0.0,0.0,6.145695364238411
https://doi.org/10.5006/1861,0.04216867469879518,0.0,0.0,0.0,0.21110139117994256,0.0,0.0,0.0,0.14285714285714285,5.475903614457831
https://doi.org/10.5006/1696,0.02577319587628866,0.1111111111111111,0.06701030927835051,0.005154639175257732,0.4086169316001322,0.0,0.0,0.0,0.1111111111111111,5.128865979381444
